User,Team #,Rookie Year,Likes Recieved,Likes Given,Topics,Replies,Viewed,Read,Visits,Elo
aechmtwash11,2783,,0,0,0,0,0,0,2,1551
Chillingwith6643,CLS_1020,2019,0,1,1,0,7,44,2,
IseZ50,None,None,0,0,0,0,0,5,2,
TurnOneGraphics,Official FIRST Supplier,None,2,4,0,9,6,49,2,
frc4242,4242,None,0,0,1,2,1,2,2,1598
IseZ50,None,None,0,0,0,0,0,5,2,
aechmtwash11,2783,,0,0,0,0,0,0,2,1551
frc4242,4242,None,0,0,1,2,1,2,2,1598
TurnOneGraphics,Official FIRST Supplier,None,2,4,0,9,6,49,2,
kkanetwo,Friarbots Robotics,None,0,0,0,0,2,7,2,
Phigg04,3928,2019,0,0,0,0,4,19,2,1611
johngtri,6829,2018,0,0,0,0,1,10,2,1639
Mwh6101,None,2017,0,0,0,0,6,38,2,
StinkyPrinting,1983,None,6,0,1,3,5,17,2,1729
Kaleb,5653,2018,0,0,0,0,0,0,2,1526
fleuricity,3566,None,21,2,2,0,28,162,2,1593
Ceramicman,2767,None,0,0,0,0,1,0,2,1813
Kolten112358,3216,2008,0,0,0,0,4,23,2,1498
qwerty7411,5557,None,0,0,0,0,0,0,2,1447
rileynicholas1122,5599,2018,0,0,0,0,0,0,2,1436
LReese,3310,2010,0,0,0,0,5,47,2,1762
Yeve_Rivkin,3339,2014,0,0,0,0,1,3,2,1607
k.ferdinand,,2017,0,30,0,0,3,160,2,
SRW_9000,4855,2019,0,0,0,0,10,72,2,1648
Rachel1,5980,2020,0,0,0,0,1,0,2,1580
jjlemieux,5907,2016,0,0,0,0,4,72,2,1551
10383,None,None,0,0,1,0,5,20,2,
sporo5659,5659,None,0,0,0,0,0,0,2,1512
Leonardo7567,7567,,0,0,0,0,3,11,2,1443
TieC,8059,2020,0,0,0,0,3,11,2,
kayannes,None,2011,0,0,0,0,10,98,2,
MarQue,60,None,0,0,0,0,9,73,2,1555
JakeTheSnake,2877,2020,0,0,0,0,0,0,2,1633
jrschramm13,701,None,0,0,0,0,1,4,2,1558
WESM_ROBOTICS,4578,None,0,0,0,0,5,75,2,1531
demonedbob1529,1529,None,2,1,1,1,5,47,2,1502
marke,2489,2003,0,0,0,0,1,0,2,1502
Kayli,4146,2012,0,2,0,0,3,2,2,1575
Jeff_801,0,2004,0,0,0,0,2,1,2,
vidhya,115,2018,0,0,0,0,1,19,2,1733
cristylopez789,7492,2019,0,0,0,0,3,6,2,1560
Espinelli,2028,2013,0,0,0,0,10,128,2,1578
Jimw338,None,None,1,0,1,3,50,240,2,
sanluga,5716,2015,0,0,0,0,2,25,2,1456
Design006,135,2004,0,0,0,0,4,8,2,1661
jmagee59,6802,None,0,0,0,5,4,34,2,1601
Efe114,7729,2018,0,0,1,0,5,20,2,1441
StoopidEvan,2443,2008,1,0,0,1,1,42,2,1638
Kyle_340,None,None,0,0,0,0,1,5,2,
mfrog,6897,2019,0,0,0,0,2,3,2,1493
l1212s,8128,None,0,0,0,0,2,218,2,
Veeryuk,2832/6861,2018,0,0,0,0,4,6,2,
cdebrunner,2083,2007,0,0,0,0,1,5,2,1420
odog2702,None,None,0,0,0,0,6,31,2,
smills,6026,2016,1,0,0,2,3,21,2,1505
cdebrunner,2083,2007,0,0,0,0,1,5,2,1420
Tayaice,4980,2014,0,0,0,0,5,33,2,1598
smills,6026,2016,1,0,0,2,3,21,2,1505
AlexStute,2370,2019,0,0,0,0,2,3,2,1634
daven78,None,2014,0,0,0,0,3,36,2,
lordefra,4124214,,0,0,0,0,0,0,2,
kayannes,None,2011,0,0,0,0,10,98,2,
Greenberg,832,None,0,0,0,0,2,3,2,1557
JamesN,41,2018,0,0,1,0,6,8,2,1666
crazymachinefan,2239,2019,0,0,0,0,1,0,2,1387
thenasalady,2775,None,0,0,0,1,4,23,2,
Sanjay15,6016,2016,0,0,1,0,4,35,2,1477
alexjd,5468,2016,0,4,0,0,2,18,2,1585
josephmjoy,1899,,0,0,0,0,4,8,2,1508
KateVasilyeva,178,None,0,0,0,0,4,38,2,1652
RonaldScheer,4481,2013,0,0,0,0,2,3,2,1696
emmachase7,5254,2016,0,0,0,0,1,10,2,1709
HighGaze,7911,2019,0,0,0,0,2,31,2,1489
LordWilmot,2583,None,0,0,0,0,1,1,2,1498
Jackie_606,5802,2014,0,0,0,0,9,30,2,1628
ThomG,2607,2008,4,0,0,1,5,112,2,1696
wallefan,2813,2017 (Steamworks),0,0,0,0,1,0,2,1422
chudnall360,7371,2019,0,0,1,2,2,49,2,
l1212s,8128,None,0,0,0,0,2,218,2,
dCdB,766,2016,0,0,0,0,0,0,2,1465
Kyle_340,None,None,0,0,0,0,1,5,2,
Seabass2992,2992,None,0,0,0,0,1,12,2,1632
mrichards,None,None,0,0,0,0,4,12,2,
17893,4183,2015,0,0,0,0,1,5,2,1597
000415806,None,None,1,0,0,9,11,158,2,
3618,3618,2018,0,0,1,2,20,117,2,1519
thompson.mason,4522,,0,0,0,0,0,0,2,1620
scott7,3275,2019,0,0,0,0,1,0,2,1467
RLam,5419 and 1458,2003,0,0,0,0,5,40,2,
bowmanbruce,3991,2012,0,0,0,0,5,38,2,1440
BallofMajix,2471,None,0,0,0,0,2,9,2,1684
SamuelDing,751,None,0,0,1,2,7,14,2,1473
Icecube,973,2019,0,0,0,0,12,46,2,1836
Ralvarado,None,None,0,0,1,0,2,3,2,
ccresta1386,4954,2014,0,0,0,0,6,7,2,
Cliff,558,None,0,0,0,0,16,119,2,1645
Birdintheyard,None,None,0,0,0,0,7,35,2,
the_raven,5276,2016,0,0,0,0,4,21,2,1533
kayleedrake,16,2019,0,0,0,0,5,21,2,1724
Delphine,395,2014,0,0,0,0,3,15,2,1469
carter22,1339,2019,0,0,0,0,1,0,2,1551
bunjunyun,7230,2017,0,0,0,0,3,7,2,1434
jmonachello,2186,None,0,0,1,1,3,5,2,1448
tadnorman,3131,2019,0,0,1,0,6,15,2,1509
ESorensenSJ,296,2019,0,0,0,0,6,59,2,1505
Delphine,395,2014,0,0,0,0,3,15,2,1469
C_Fox,247,2002,1,1,1,8,5,33,2,1528
ESorensenSJ,296,2019,0,0,0,0,6,59,2,1505
Starck957,957,2015,0,0,0,0,13,115,2,1572
CluelessFreshman,3128,None,0,0,0,0,1,1,2,1723
tadnorman,3131,2019,0,0,1,0,6,15,2,1509
yellowbryan,2971,2019,0,0,0,0,5,15,2,
Naoum,None,None,0,0,1,0,16,47,2,
quintindt,6479,None,0,0,0,0,1,15,2,1624
2Chill4U,5137,None,0,0,0,0,3,13,2,1553
Kyle_340,None,None,0,0,0,0,1,5,2,
Alxzien,4087,2019,0,0,0,0,0,0,2,1617
Copperforge,0,2014,32,0,1,1,5,14,2,
l1212s,8128,None,0,0,0,0,2,218,2,
TOTCoach,4967,2004,0,0,0,0,2,6,2,1594
graceiskindacool,4418,2016,0,0,0,0,18,440,2,1517
elnlbl,8310,2020,0,0,1,1,5,10,2,
Christmas_elf,5943,2016,0,0,0,2,3,113,2,1459
rame,5615,2015,0,0,0,0,4,53,2,
matthew,5402,None,2,0,1,2,15,52,2,1498
TazerCodex,948,2018,0,0,0,0,7,84,2,1680
3PE2,3932,2019,0,0,0,0,1,9,2,1624
s.mc.mahon,7822,2020,0,0,0,0,25,177,2,1466
lavanyasreepada,None,None,0,0,0,0,7,35,2,
garfieldkart,2175,2019,0,0,1,1,3,19,2,1665
mejiandr749,5024,None,0,0,0,0,2,28,2,1619
rzibell,4537,None,0,0,0,0,13,67,2,1527
jack98,4524,2015,2,0,0,1,6,60,2,
ooz.ily,3646,2018,0,0,0,0,2,32,2,1590
isaiahpriest53,None,None,0,0,0,0,3,8,2,
JJH,2410,None,0,0,0,0,6,35,2,1686
hiramirezv,3704,2011,0,0,0,0,10,163,2,1485
Juggernaut,0,2001,0,0,0,0,4,30,2,
adood,None,None,0,0,1,2,4,11,2,
Luiz_Jesus,#6404,2017,0,0,0,0,1,8,2,
rmjm,2481,None,0,0,0,0,4,38,2,1802
yare_yare_lasagna,7891,2019,0,0,0,0,0,0,2,1465
Jzoner,4362,None,0,0,0,0,0,0,2,1707
nadjadias,6404,2017,0,0,0,0,5,51,2,1514
Y0sh1,4795,2018,0,0,0,0,0,0,2,1606
Maxprpxam,6647,None,0,0,0,0,3,26,2,1600
FlashyCA,4414,None,2,0,0,1,2,284,2,1727
slomobile,0,,0,0,0,0,2,3,2,
mattwalo32,4296,2018,0,0,0,0,0,0,2,1605
nathdoesmath,1747,2019,0,0,0,0,8,29,2,1675
quickcredit,None,None,0,0,0,0,1,0,2,
JMartino,None,None,0,0,0,0,6,73,2,
Spartn1,3655,2011,0,0,0,0,7,98,2,1602
kcarstensen,4776,,0,0,0,0,3,16,2,1701
4roses,None,None,0,0,0,0,1,12,2,
Braden_Gray,3512,2010,0,0,0,0,1,0,2,1634
Yogurt,5987,2016,0,0,0,0,5,16,2,1507
Saratate,1792,None,0,0,1,0,4,19,2,1532
dejoeydude,1572,2015,0,0,0,0,8,78,2,1619
Dinnesy,4968,2014,0,0,0,0,3,9,2,1496
CadOsripig,6424,,0,0,1,0,4,3,2,1574
Alpha_chen,333,,0,0,0,0,3,14,2,1556
ThatGuyCharge,3543,None,0,0,0,0,1,0,2,1442
robos,670,None,0,0,0,2,3,21,2,1557
hertze,None,2018,0,0,0,0,1,0,2,
Yogomogo,4561,2016,5,1,1,0,2,18,2,1634
curious_mind,None,None,0,0,0,0,2,10,2,
JMartino,None,None,0,0,0,0,6,73,2,
hannahlee,None,None,0,0,0,0,9,72,2,
osborne_brady,7662,2018,0,0,0,0,5,21,2,1519
Delsin,7455,2019,0,0,0,0,3,19,2,1469
WilliamP,3647,None,0,0,0,0,12,109,2,1719
MODlkr,1676,2005,0,1,0,0,2,56,2,1752
Isabelle,None,None,0,0,0,0,10,122,2,
Grigorovich,None,None,0,0,0,1,1,17,2,
lance415,None,None,0,1,1,0,7,145,2,
guaye,1712,2005,0,0,0,0,4,9,2,1678
Rc_Soarer,2910,,0,1,0,0,0,4,2,1944
AWoL,225,2014,0,0,0,0,7,102,2,1827
ShehzadS,75,None,0,0,0,0,1,0,2,1634
Devon_7525,7525,2019,0,0,0,0,0,0,2,1485
Y0sh1,4795,2018,0,0,0,0,0,0,2,1606
tenz,2485,2017,0,0,0,0,0,0,2,1591
sinasinapy,8320,2020,0,0,0,0,9,36,2,
CaptainGeo,1425,2014,0,0,0,0,5,35,2,1640
Aggy,7459,2018,0,0,0,0,1,0,2,1454
smpellny,3098,None,0,0,0,0,4,79,2,1486
FlashyCA,4414,None,2,0,0,1,2,284,2,1727
SenseiMegaByte,692,2001,1,0,1,0,4,5,2,
kulrohan,1403,2018,0,1,0,0,10,71,2,1589
rmjm,2481,None,0,0,0,0,4,38,2,1802
Neurowork,3244,None,0,0,0,0,8,51,2,1591
Nora_crowley,None,2019,0,0,0,0,0,0,2,
AlexGladiator,1591,None,0,0,0,0,6,43,2,1487
Samira.Sindha,2950 ,None,0,1,0,0,3,20,2,
Grohu,8127,2020,0,0,0,0,2,26,2,
A_kid_with_questions,N/A,None,0,1,3,1,35,233,2,
Julian_Orteil,6166,2016,0,0,0,1,3,28,2,1328
username115,836,2005,0,0,0,0,1,0,2,1729
Robotics_Loves_Jason,1325,None,0,0,0,0,10,88,2,1798
mikeboulanger,8338,2020,0,0,0,0,5,28,2,
pcmoen,3024,,0,0,0,0,4,25,2,1454
JayT,4188,2019,0,0,0,0,2,6,2,1548
KathyL,None,None,0,0,0,0,7,103,2,
Vince972,972,None,0,0,1,0,5,6,2,1517
Barrett,8004,2020,0,0,0,0,4,15,2,
mr-smith,3216,None,0,0,0,0,4,13,2,1498
up_hemi,4827,2020,0,0,0,0,2,4,2,1426
savnnyleigh,3735,2015,0,0,0,0,1,8,2,1610
bellar317,0,None,0,0,0,0,9,74,2,
Dogemetri,1706,,0,0,0,0,1,2,2,1521
BennyPro,5654,2017,0,0,0,0,12,48,2,1567
l1212s,8128,None,0,0,0,0,2,218,2,
Doer,None,2018-2019,0,22,0,0,3,84,2,
Y0sh1,4795,2018,0,0,0,0,0,0,2,1606
Katawnee05,None,None,0,0,0,0,3,4,2,
M-Bubolz,None,None,0,0,0,0,0,0,2,
cultdaddy,379,None,0,0,0,0,4,23,2,1653
WWWard,None,2018,0,0,0,0,2,2,2,
rmjm,2481,None,0,0,0,0,4,38,2,1802
ChymeRu,4501 Humans,2013,3,0,1,11,4,35,2,
agdaquinag,3735,2020,0,1,0,0,11,97,2,1610
harrison841,None,None,1,5,0,4,3,93,2,
PUFIRST,0,1999,7,0,1,0,1,11,2,
samir13k,1501,2008,0,0,0,0,5,15,2,1643
robot_pinky,3928,2012,17,2,0,1,3,63,2,1611
FlashyCA,4414,None,2,0,0,1,2,284,2,1727
Jared1,254,2016,1,1,0,0,3,79,2,1869
Snapple109,3275,2016,0,0,0,0,1,0,2,1467
Sergo,8420,20,0,0,0,0,2,1,2,
Shellybee456,1902,2016,0,0,0,0,2,10,2,1599
JayT,4188,2019,0,0,0,0,2,6,2,1548
Comert,7611,2019,0,0,0,0,10,58,2,1428
v01d,6459,None,0,0,1,3,2,7,2,1437
BlubFIsh,6838,2019,0,0,0,0,2,5,2,1487
jra4,None,None,0,0,1,0,4,3,2,
StephenNutt,None,None,0,0,0,0,4,31,2,
FRCperson,None,None,0,0,0,0,1,0,2,
Bisinthehouse,862,2018,0,0,0,0,1,0,2,1675
Dwight_2,5842,2016,0,0,0,0,3,14,2,1513
afonda,201,2016,0,0,0,0,0,0,2,1594
cole.zemore,5150,None,0,0,0,0,4,28,2,1535
Matthew-Gleich,501,2019,0,0,0,0,2,14,2,1549
ariel,1678,None,0,0,0,0,1,4,2,1887
Qway3654,3654,2020,0,0,0,0,2,6,2,1533
countingclouds,1261,2020,0,0,0,0,5,34,2,1597
Surx,6038,2020,0,0,0,0,6,21,2,1498
un_tamal,422,2017,0,0,0,0,2,12,2,1568
apple2,1189,2019,0,0,0,0,2,48,2,1582
faruk,1,1,0,0,0,1,3,18,2,1560
moosehead,None,None,0,0,0,1,1,13,2,
mrmummert,1610,2005,0,0,0,1,3,67,2,1677
javahut,3146,None,0,0,0,0,8,86,2,1628
Camp,None,None,0,0,0,0,3,10,2,
macman5555,4698,2016,0,0,0,0,27,124,2,1591
Camp,None,None,0,0,0,0,3,10,2,
macman5555,4698,2016,0,0,0,0,27,124,2,1591
Blane,2239,2020,0,0,0,0,1,0,2,1387
Braden,2586,2019,0,0,0,0,8,26,2,1526
CodesmithSchmidt,7616,2019,0,0,0,0,3,14,2,1428
lzemke,7038,2018,12,7,0,2,7,660,2,1463
Bella,7094,2016,0,0,0,0,3,9,2,1413
EuphraneousBlair457,4206,2018,0,0,0,0,2,14,2,1490
JayT,4188,2019,0,0,0,0,2,6,2,1548
logbob4,2586,2018,0,0,0,0,6,101,2,1526
Grant,7537,2019,0,0,0,0,6,29,2,1469
KnightGwyane,2839,2015,0,1,0,0,9,50,2,1593
MichaelFang,7080,None,0,0,0,0,3,14,2,
BlueJ3270,1339,2019-2020,0,0,0,0,1,0,2,1551
swapnilpande,None,2010,0,0,1,0,13,58,2,
RMB,6981,2018,3,3,1,2,9,54,2,1437
ROBO1,None,None,0,0,0,0,7,42,2,
ewiseblatt,1403,None,0,0,0,0,12,82,2,1589
DrToWhatExtent,4931,2011,0,0,0,0,4,25,2,1618
kazzo,7243,2018,0,0,0,0,12,150,2,1428
ForeverAlon,900,2013,0,0,0,0,3,7,2,1453
rldorfman,980,2015,0,0,0,0,11,62,2,1463
RoboMacho1588,2832,2009,0,0,0,0,7,34,2,1582
MitchL,649,2012,0,0,0,0,2,22,2,1753
Sparks333,1425,2003,0,0,0,0,7,117,2,1640
Era,None,None,0,0,0,0,4,6,2,
TwiztidGhost,8090,2020,0,0,0,0,4,19,2,
logank013,234,2015,5,0,0,0,2,0,2,1758
Kyle_Heaton,0,2013,0,0,0,0,1,6,2,
Samuel8,6652,None,0,0,0,0,12,42,2,1417
bw2002,8083,None,0,0,1,0,1,3,2,
QSN,9111,None,0,0,0,0,3,5,2,
Pignickel,3131,2017,0,0,1,1,6,43,2,1509
prentir,None,None,0,0,0,0,1,0,2,
Bigmali1,5901,None,0,0,0,0,5,7,2,1542
Jenkinsd,None,None,0,0,0,0,2,3,2,
shitakimushroom,6520,None,0,0,1,0,7,29,2,1475
RishiBengani,118,None,5,0,1,1,2,4,2,1765
madimaryani,5937,2019,0,0,0,0,8,20,2,1544
rhuang,5419,2017,0,4,0,0,9,63,2,1538
mjpardoc,4403,2019,0,0,0,0,2,2,2,1559
Spegetios,1025,None,0,0,0,0,6,50,2,1760
username69,None,None,0,0,0,0,4,28,2,
AadiJain,540,2019,0,0,0,0,6,26,2,1569
540_540,540,2019,0,0,0,0,2,39,2,1569
tatiyanafree,5010,None,0,0,0,0,8,72,2,1672
Omorii,4338,1 ,0,0,0,0,14,86,2,1664
AceJ,4593,None,0,1,0,0,12,77,2,1602
JustFixItWithZipTies,None,None,1,2,0,1,3,19,2,
forres12,6621,2017,0,0,0,0,3,5,2,1426
Dokka,2998,2019,0,0,0,0,7,57,2,1650
AlexPippin,135,2018,0,0,0,0,2,19,2,1661
MacCay,2682,2005,2,0,0,1,4,21,2,1584
Takua,1339,2018-2019,0,0,0,0,2,1,2,1551
Doug_Adams,1477,2004,0,0,0,0,4,2,2,1627
rcleek,0,,0,0,0,0,3,1,2,
palldas,670,2001,0,0,0,0,3,8,2,1557
NicolasNewman,4500 Alum,2015,2,0,1,2,4,53,2,
esl,4296,None,0,0,0,0,11,40,2,1605
TheSalt,2998,2020,0,0,0,0,6,21,2,1650
SethBrown,6560,2019,0,0,0,0,5,13,2,1550
Hilary1012,7671,None,0,0,0,0,2,8,2,1535
My3threat,6845,2017,0,0,0,0,4,37,2,1611
critter4x,2928,None,0,0,0,0,0,0,2,1662
elampshades,503,None,0,0,0,0,2,35,2,1598
dyackuboskey,5740,2015,0,0,0,0,2,13,2,1544
MasonK,4230,2010,0,0,0,0,2,5,2,1503
gbabecki,293,2003,0,0,0,0,12,99,2,1541
StephenDP,2102,2018,0,0,0,0,5,84,2,1700
Monsrrty,51,None,0,0,0,0,3,3,2,1661
rhuang,5419,2017,0,4,0,0,9,63,2,1538
tjbeee,None,None,0,0,0,0,12,32,2,
Bionictron5184,379,2020,0,0,0,0,14,61,2,1653
HeatherMyers,20,2012,0,0,0,0,6,182,2,1811
TheNuts,None,2011,0,0,0,0,1,2,2,
docvaderjr,None,None,0,5,0,0,9,46,2,
Hqlewis,3654,2017,1,0,0,0,7,48,2,1533
roge_ficd,8129,2020,0,0,0,0,2,0,2,
Opher_Shur,5951,2017,0,0,0,0,1,2,2,1593
bromine,341,,0,0,0,0,6,51,2,1598
cholmstadt,4207,2010,0,0,0,0,18,136,2,1553
bdallager,5172,2014,0,0,0,0,5,75,2,1861
jennydonnelly,6498,None,0,1,0,0,1,3,2,1513
kbad10,None,None,0,2,0,0,2,10,2,
robobenklein,3966,2012,0,1,0,0,3,39,2,1477
lavj,2626,None,0,0,0,0,2,8,2,1525
Rashaunornot,5822,1,0,0,0,0,6,15,2,1573
NihalNazeem2551,2551,2008,0,0,0,0,2,13,2,1588
logank013,234,2015,5,0,0,0,2,0,2,1758
JayT,4188,2019,0,0,0,0,2,6,2,1548
ZLM56,3309,None,0,2,0,0,2,27,2,1734
gabbyGW,5923,2015,0,0,0,0,20,71,2,1419
ProgrammerBruce,None,2019,0,0,0,0,5,49,2,
5669Member,5669,2019,0,0,0,0,0,0,2,1494
teaganberger,4522,2013,0,0,0,0,3,37,2,1620
x_TheTrueGamer_x,None,None,0,0,0,2,30,720,2,
EMCC,0,2017,0,0,0,1,0,0,2,
smarti,6351,2016,0,0,0,0,2,10,2,1500
dcrowley,6906,2018,0,0,0,0,7,48,2,1415
Specky,4935,2019,0,0,0,0,0,0,2,1508
rhuang,5419,2017,0,4,0,0,9,63,2,1538
smarti,6351,2016,0,0,0,0,2,10,2,1500
dcrowley,6906,2018,0,0,0,0,7,48,2,1415
Specky,4935,2019,0,0,0,0,0,0,2,1508
paceves,6467,None,0,0,0,0,5,10,2,
CHS_Platter,0,2016,18,0,2,2,3,5,2,
jeesh,3487,2006,0,0,0,0,13,92,2,1488
jennydonnelly,6498,None,0,1,0,0,1,3,2,1513
Monsieur_NoFace,1711,None,0,0,0,0,7,29,2,1526
mqleukert,,,0,0,0,0,10,15,2,
Anjelica,,,0,0,0,0,0,0,2,
yem,None,None,0,0,1,0,4,38,2,
jadyn.ruedas,3512,2019,0,0,0,0,3,25,2,1634
programming6059,6059,2018,0,0,0,0,1,0,2,1453
bdallager,5172,2014,0,0,0,0,5,75,2,1861
PeterVB,6355,2017,0,0,0,0,1,5,2,1444
dasso001,2521,None,4,2,0,1,2,84,2,1641
purduephotog,3015,2004,0,0,0,1,4,23,2,1760
QubitRobotics,7439,None,0,0,0,0,1,10,2,1435
EamonON01,5113,2016,0,0,0,0,12,146,2,1686
blubfishes1,6838,2017,0,0,0,0,1,3,2,1487
sbbrin,None,None,0,0,0,0,4,18,2,
Aaron_R,4935,2019,0,0,0,0,0,0,2,1508
nesher,1625,2008,0,1,1,0,3,37,2,1633
tegeler,7234,None,0,0,0,0,5,22,2,1419
tparrett,4576,None,0,0,0,0,6,77,2,1398
Lobachevski,4338,None,0,0,0,0,4,56,2,1664
owllord241,5587,2019,0,0,0,0,3,16,2,1638
ShanMonte,6506,2017,0,0,0,0,2,12,2,1467
marina.tague,222,2020,0,0,1,0,5,18,2,1712
robert_lucyshyn,2706,2019,0,0,0,0,3,16,2,1603
numerator,1076,2020,0,0,0,1,3,42,2,1610
Deb-75,75,1996,0,0,0,0,2,8,2,1634
SpaceBiz,2537,2014,0,0,0,0,19,220,2,1592
GearBuddy,None,None,0,0,0,0,3,15,2,
saga696,696,,0,0,0,0,1,7,2,1600
favanloon,None,None,0,0,0,0,2,1,2,
MrsWhitt,7789,2019,0,0,0,0,5,94,2,1466
9ca5r82,7902,2019,0,0,0,0,2,5,2,1461
RIker26,611,None,0,1,0,0,14,68,2,1560
docdavies,6334,1998,3,0,0,1,1,24,2,1608
MJohnson2020,None,None,0,0,1,1,3,3,2,
andylau15,456,0411,0,0,0,0,0,0,2,1676
syd3534,3534,9,0,0,0,0,4,10,2,1627
Giddybird225,225,2014,0,0,1,0,2,3,2,1827
Riggers,,2015,0,2,1,1,7,152,2,
azura015,,,0,0,0,0,0,0,2,
d.keith,6731,,0,0,0,0,7,43,2,1474
SolarGuy1409,226,2017,0,0,0,0,0,0,2,1679
AhmetHatip,5655,None,0,0,0,0,3,9,2,1416
MichaelOdintsov,2974,2015,0,0,0,0,2,3,2,1759
EthanV,888,None,0,0,0,0,4,11,2,1575
WhiteHoodHacker,111,None,0,0,0,0,2,3,2,1721
OAK,6351,2019-20,0,0,0,0,2,10,2,1500
msrosenfeld,2662,None,0,0,0,0,2,3,2,1454
TheWarmToast94,4741,2019,0,0,0,0,7,17,2,1468
Sonnet,226,2018,0,0,0,0,27,141,2,1679
Taniaarevalo,3005,2009,0,0,0,0,1,0,2,1655
Mfed,1089,None,0,1,0,0,4,67,2,1619
WCBC,0,2000,37,0,0,1,4,102,2,
Djdivadj,4336,None,0,0,0,0,2,2,2,1601
adkhannp,,,0,0,0,0,0,0,2,
Jacobot2024,None,2018,0,0,0,0,4,24,2,
OstrichCharging,932,2002,0,0,0,0,2,1,2,1621
Peter020806,55472,2017,0,0,0,0,2,2,2,
JohnnyNiski,230,1998,0,0,0,0,3,12,2,1729
maya,4201,2020,0,0,0,0,5,41,2,1650
thomsa890,4068,2020,0,0,0,0,4,35,2,1482
Ouano386,4296,2019,0,0,0,0,3,14,2,1605
aesther,545,2001,0,0,0,0,5,20,2,1391
7419,7419,2019,0,0,0,0,1,0,2,1616
Ryan_4253,4253,2020,0,0,0,0,7,47,2,1631
jslimak,2813,2008,0,0,0,0,1,0,2,1422
Odd-1,369,None,0,0,0,0,9,48,2,
Cblack0007,None,None,0,0,0,0,3,20,2,
Kof223,4253,None,0,0,0,0,1,14,2,1631
Rhalinwan,None,None,0,0,0,0,0,0,2,
carolmpedro,None,None,0,0,1,0,4,32,2,
kyleh8892,85,2018,0,0,0,0,6,54,2,1639
TalBeno,5635,None,0,0,0,0,1,13,2,1540
AhmetHatip,5655,None,0,0,0,0,3,9,2,1416
FoleyEngineer,910,2005,0,0,0,0,5,159,2,1774
cybiko123,190,2007,0,0,0,0,1,0,2,1648
KTOmega,4079,2012,0,0,0,1,5,10,2,1640
Mauex,None,None,0,0,0,0,2,0,2,
Bal07459,7459,2019,0,0,0,0,3,5,2,1454
carsoc5920,5920,2016,0,0,0,0,9,37,2,1600
Black_bird_11,6323,2019,0,0,0,0,3,26,2,1503
GrandmaJeenks,5413,None,0,0,0,0,1,25,2,1595
Princekeoki,4469,2014,0,0,1,0,2,11,2,1636
Connor_Hall,2429,2009,0,0,0,0,3,25,2,1461
3707,3707,2011?,0,0,0,0,2,2,2,1852
mscott,8153,2020,0,0,0,0,2,4,2,
JQ_Kocik,None,None,1,6,0,1,2,17,2,
RobotRick,3302,None,0,0,0,0,2,9,2,1570
Mannny,1700,None,0,0,0,0,3,28,2,1604
Michael_M4662,4662,2018-2019,0,0,0,0,7,92,2,1567
im_jhat,None,2020,0,0,0,0,6,41,2,
Goon33,None,None,0,0,0,0,2,15,2,
UncleTerry,5492,2013,0,1,0,0,8,52,2,1617
Connor_Hall,2429,2009,0,0,0,0,3,25,2,1461
GrandmaJeenks,5413,None,0,0,0,0,1,25,2,1595
3707,3707,2011?,0,0,0,0,2,2,2,1852
mscott,8153,2020,0,0,0,0,2,4,2,
RobotRick,3302,None,0,0,0,0,2,9,2,1570
JQ_Kocik,None,None,1,6,0,1,2,17,2,
Michael_M4662,4662,2018-2019,0,0,0,0,7,92,2,1567
Mannny,1700,None,0,0,0,0,3,28,2,1604
im_jhat,None,2020,0,0,0,0,6,41,2,
Goon33,None,None,0,0,0,0,2,15,2,
Bal07459,7459,2019,0,0,0,0,3,5,2,1454
Lkt01,175,None,0,0,0,0,4,6,2,1576
honestlynocapjr,7788,2019,0,0,0,0,3,9,2,1472
MidgeyMidgey,5588,None,0,0,0,0,2,7,2,1561
dees2boys,250,2018,0,0,0,0,1,17,2,1570
mmcmenus,1986,2009,0,0,0,0,2,32,2,1769
nylox2004,5082,2017,0,0,0,0,4,31,2,1486
dragonchip14,None,None,25,5,1,1,3,19,2,
NHRoboticsRules,None,None,0,0,1,0,5,3,2,
HolyPiggy,3181,None,0,0,0,0,2,6,2,1412
moan3564,0,2011,0,0,0,0,1,4,2,
alex_kreig0302,6060,2020,0,0,0,0,3,4,2,1526
myrna4lke,SS,None,0,0,0,0,0,0,2,
ScissorLiftQuestion,None,None,2,0,1,1,2,18,2,
deadshot323,181,2020,0,1,0,1,4,54,2,1589
johnbehr,830,None,0,0,0,0,4,53,2,1497
UncleTerry,5492,2013,0,1,0,0,8,52,2,1617
Clavender,6485,2018,0,0,0,0,10,247,2,1643
shakerMom,2791,,0,0,0,0,21,213,2,1742
RyanL,5254,2018,0,0,0,0,0,0,2,1709
Nostromo,2262,2007,0,0,0,0,2,4,2,1512
RTriggs,173,1994,1,0,1,0,6,27,2,1670
Aaquib,810,None,0,0,1,0,1,3,2,1519
splinch76,1425,2017,0,2,0,0,4,49,2,1640
2183Tigerbots,None,None,3,0,1,0,4,41,2,
4593_Electrical,4593,2013,0,0,0,0,6,30,2,1602
CarterCummings,5431,2017,0,0,0,0,1,4,2,1660
AceofGears,5943,2017,0,0,0,0,0,0,2,1459
arjunamladi123,1403,None,0,0,0,0,2,2,2,1589
JosephMcGuireFRC3838,3838,2017,0,0,0,0,0,0,2,1554
