team,lat,lng
7213,44.03,-84.497
7214,32.337,-111.177
7215,26.03,-80.249
7216,25.929,-80.183
7217,25.577,-103.414
7218,42.472,-83.294
7219,42.446,-84.897
7220,42.429,-83.783
7221,42.255,-84.388
7222,42.274,-84.6
7223,42.639,-85.011
7224,42.461,-83.098
7225,42.602,-83.651
7226,42.738,-84.624
7227,38.632,35.879
7228,41.01,29.037
7229,38.624,-121.384
7230,33.69,-117.787
7231,18.489,-69.942
7232,42.388,-83.194
7234,42.913,-85.705
7235,47.865,-95.064
7237,41.743,-87.807
7238,34.758,113.649
7239,63.446,10.901
7240,42.377,-71.126
7242,22.276,114.228
7243,39.788,-104.829
7244,44.992,-84.148
7245,37.679,-122.129
7246,50.486,-104.616
7247,42.702,-82.669
7248,42.898,-85.719
7249,32.608,-117.056
7250,44.447,-83.362
7251,42.16,-78.73
7254,42.64,-84.735
7255,36.921,-89.334
7256,42.262,-85.61
7257,45.728,-94.968
7258,44.836,-93.278
7259,42.256,-72.52
7260,36.336,-94.115
7262,52.978,-122.493
7263,34.209,-91.986
7264,29.723,-98.074
7265,34.388,-77.663
7266,42.267,-72.082
7267,45.417,-75.69
7268,40.792,-73.945
7269,42.393,-71.134
7270,34.549,-77.94
7271,33.372,-104.528
7272,40.765,-73.986
7273,44.303,-92.672
7274,40.4,-80.046
7275,29.929,-90.1
7277,51.119,-113.947
7278,-30.354,153.088
7279,31.569,120.289
7280,39.907,116.397
7281,31.222,121.458
7282,31.222,121.458
7283,31.222,121.458
7284,31.222,121.458
7286,32.694,35.051
7287,48.45,-123.419
7288,29.938,-90.033
7289,42.994,-84.76
7290,37.176,35.205
7291,38.176,34.678
7292,40.85,34.89
7293,40.878,38.119
7294,41.067,29
7295,41.057,35.777
7296,41.083,29.027
7297,40.432,42.722
7298,41.067,29
7299,25.508,-100.268
7301,47.298,-116.568
7302,32.806,35.259
7303,32.956,-97.337
7305,35.444,-77.696
7306,43.041,-71.076
7308,37.355,-122.086
7309,42.647,-95.196
7311,47.537,-92.528
7312,30.074,-95.62
7313,35.16,-89.782
7314,43.443,-71.649
7315,31.579,-84.212
7316,29.95,-90.124
7317,37.719,-122.441
7318,41.098,-74.011
7319,32.923,-96.625
7321,32.827,-96.963
7322,34.156,-116.431
7323,34.235,-119.182
7324,34.169,-119.172
7325,31.838,-91.096
7326,34.169,-119.172
7327,34.214,-119.175
7329,43.476,-79.659
7330,37.098,-76.897
7331,30.444,-91.177
